GeneID	Symbol	description
107977150	LOC107977150	ragulator complex protein LAMTOR2-like
107977151	LOC107977151	ubiquitin carboxyl-terminal hydrolase 51-like
107977152	LOC107977152	Ig heavy chain V-III region 23-like
107977153	LOC107977153	zinc finger protein 382-like
107977154	LOC107977154	prokineticin receptor 2
107977155	LOC107977155	GRB2-associated-binding protein 2 pseudogene
107977156	LOC107977156	GTPase KRas-like
107977157	LOC107977157	histone H4
107977158	LOC107977158	BTB/POZ domain-containing protein 8-like
107977159	LOC107977159	protein SSX8-like
107977160	LOC107977160	Ig lambda chain V-VI region AR-like
107977161	LOC107977161	uncharacterized LOC107977161
107977162	LOC107977162	Ig heavy chain V region 186-1-like
107977163	LOC107977163	protocadherin gamma-B2-like
107977164	LOC107977164	60S ribosomal protein L7 pseudogene
107977165	LOC107977165	protein FAM83A-like
107977166	LOC107977166	uncharacterized LOC107977166
107977167	LOC107977167	tubulin alpha-1C chain-like
107977168	LOC107977168	keratin-associated protein 9-1-like
107977169	LOC107977169	histone H3.3-like
107977170	LOC107977170	nuclear autoantigen Sp-100-like
107977171	LOC107977171	transmembrane protein 212
107977172	LOC107977172	uncharacterized LOC107977172
107977173	LOC107977173	zinc finger protein 420-like
107977174	LOC107977174	usherin-like
107977175	LOC107977175	putative SMEK homolog 3
107977176	LOC107977176	U6 snRNA-associated Sm-like protein LSm5 pseudogene
107977177	LOC107977177	transmembrane protein 14C
107977178	LOC107977178	SH2 domain-containing protein 6-like
107977179	LOC107977179	SET domain-containing protein 9-like
107977180	LOC107977180	E3 ubiquitin-protein ligase RNF216 pseudogene
107977181	LOC107977181	STAM-binding protein-like
107977182	LOC107977182	interferon-induced very large GTPase 1-like
107977183	LOC107977183	leukocyte immunoglobulin-like receptor subfamily A member 6
107977184	LOC107977184	RNA-binding protein 4
107977185	LOC107977185	alpha-S1-casein-like
107977186	LOC107977186	Ig heavy chain V-III region 23-like
107977187	LOC107977187	prorelaxin-like
107977188	LOC107977188	nectin-3-like
107977189	LOC107977189	uncharacterized LOC107977189
107977190	LOC107977190	uncharacterized LOC107977190
107977191	LOC107977191	uncharacterized LOC107977191
107977192	LOC107977192	uncharacterized LOC107977192
107977193	LOC107977193	MLV-related proviral Env polyprotein-like
107977194	LOC107977194	zinc finger protein 112-like
107977195	LOC107977195	protocadherin alpha-9-like
107977196	LOC107977196	C-C chemokine receptor-like 2
107977197	LOC107977197	endogenous retrovirus group K member 18 Pol protein-like
107977198	LOC107977198	protocadherin alpha-11-like
107977199	LOC107977199	methylcytosine dioxygenase TET2 pseudogene
107977200	LOC107977200	zinc finger protein 120-like
107977201	LOC107977201	carcinoembryonic antigen-related cell adhesion molecule 2-like
107977202	LOC107977202	thioredoxin domain-containing protein 2-like
107977203	LOC107977203	zinc finger protein 721-like
107977204	LOC107977204	uncharacterized LOC107977204
107977205	LOC107977205	uncharacterized LOC107977205
107977206	LOC107977206	uncharacterized LOC107977206
107977207	Trnaa-agc	transfer RNA alanine (anticodon AGC)
107977208	Trnai-aau	transfer RNA isoleucine (anticodon AAU)
107977209	Trnav-cac	transfer RNA valine (anticodon CAC)
107977210	Trnav-aac	transfer RNA valine (anticodon AAC)
107977211	Trnav-aac	transfer RNA valine (anticodon AAC)
107977212	Trnai-uau	transfer RNA isoleucine (anticodon UAU)
107977213	Trnaq-cug	transfer RNA glutamine (anticodon CUG)
107977214	LOC107977214	60S ribosomal protein L30-like
107977215	LOC107977215	uncharacterized LOC107977215
107977216	LOC107977216	uncharacterized LOC107977216
107977217	LOC107977217	putative 60S ribosomal protein L39-like 5
107977218	LOC107977218	60S ribosomal protein L29 pseudogene
107977219	LOC107977219	prothymosin alpha-like
107977220	LOC107977220	uncharacterized LOC107977220
107977221	LOC107977221	uncharacterized LOC107977221
107977222	LOC107977222	endogenous retrovirus group K member 7 Pro protein-like
107977223	LOC107977223	uncharacterized LOC107977223
107977224	LOC107977224	uncharacterized LOC107977224
107977225	LOC107977225	uncharacterized LOC107977225
107977226	LOC107977226	uncharacterized LOC107977226
107977227	LOC107977227	CWF19-like protein 2
107977228	LOC107977228	41 kDa spicule matrix protein-like
107977229	LOC107977229	uncharacterized LOC107977229
107977230	LOC107977230	uncharacterized LOC107977230
107977231	LOC107977231	Ig heavy chain V region 3-6-like
107977232	LOC107977232	uncharacterized LOC107977232
107977233	LOC107977233	proline-rich transmembrane protein 1-like
107977234	LOC107977234	Ig heavy chain V region 186-1-like
107977235	Trnav-aac	transfer RNA valine (anticodon AAC)
107977236	LOC107977236	uncharacterized LOC107977236
107977237	LOC107977237	uncharacterized LOC107977237
107977238	LOC107977238	uncharacterized LOC107977238
107977239	LOC107977239	olfactory receptor 2B11-like
107977240	LOC107977240	uncharacterized LOC107977240
107977241	LOC107977241	uncharacterized LOC107977241
107977242	LOC107977242	prostaglandin E synthase 3 pseudogene
107977243	Higd1c	HIG1 hypoxia inducible domain family member 1C
107977244	Pms1	PMS1 homolog 1, mismatch repair system component
107977245	LOC107977245	uncharacterized LOC107977245
107977246	LOC107977246	uncharacterized LOC107977246
107977247	LOC107977247	60S ribosomal protein L17 pseudogene
107977248	LOC107977248	uncharacterized LOC107977248
107977249	LOC107977249	uncharacterized LOC107977249
107977250	LOC107977250	uncharacterized LOC107977250
107977251	LOC107977251	uncharacterized LOC107977251
107977252	LOC107977252	vomeronasal type-1 receptor 4-like
107977253	LOC107977253	uncharacterized LOC107977253
107977254	LOC107977254	60S ribosomal protein L34 pseudogene
107977255	LOC107977255	uncharacterized LOC107977255
107977256	LOC107977256	uncharacterized LOC107977256
107977257	LOC107977257	uncharacterized LOC107977257
107977258	LOC107977258	60S ribosomal protein L17 pseudogene
107977259	LOC107977259	uncharacterized LOC107977259
107977260	LOC107977260	uncharacterized LOC107977260
107977261	LOC107977261	delta and Notch-like epidermal growth factor-related receptor
107977262	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977263	LOC107977263	uncharacterized LOC107977263
107977264	LOC107977264	transmembrane channel-like protein 5
107977265	Trnag-gcc	transfer RNA glycine (anticodon GCC)
107977266	LOC107977266	60S ribosomal protein L36a-like
107977267	LOC107977267	uncharacterized LOC107977267
107977268	LOC107977268	uncharacterized LOC107977268
107977269	LOC107977269	uncharacterized LOC107977269
107977270	LOC107977270	uncharacterized LOC107977270
107977271	LOC107977271	olfactory receptor 7E24-like
107977272	LOC107977272	uncharacterized LOC107977272
107977273	Trnar-ucu	transfer RNA arginine (anticodon UCU)
107977274	LOC107977274	Ig heavy chain V region 3-like
107977275	LOC107977275	uncharacterized LOC107977275
107977276	LOC107977276	keratin-associated protein 9-1-like
107977277	LOC107977277	keratin-associated protein 4-3-like
107977278	LOC107977278	uncharacterized LOC107977278
107977279	LOC107977279	kelch repeat and BTB domain-containing protein 6-like
107977280	LOC107977280	keratin-associated protein 4-6-like
107977281	LOC107977281	keratin-associated protein 4-12-like
107977282	LOC107977282	heterogeneous nuclear ribonucleoprotein A3 pseudogene
107977283	LOC107977283	60S ribosomal protein L37a-like
107977284	LOC107977284	uncharacterized LOC107977284
107977285	LOC107977285	uncharacterized LOC107977285
107977286	LOC107977286	inactive serine protease 39-like
107977287	LOC107977287	olfactory receptor 12-like
107977288	Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
107977289	LOC107977289	uncharacterized LOC107977289
107977290	LOC107977290	uncharacterized LOC107977290
107977291	LOC107977291	small nuclear ribonucleoprotein G pseudogene
107977292	Cisd2	CDGSH iron sulfur domain 2
107977293	LOC107977293	60S ribosomal protein L9 pseudogene
107977294	LOC107977294	uncharacterized LOC107977294
107977295	LOC107977295	uncharacterized LOC107977295
107977296	LOC107977296	uncharacterized LOC107977296
107977297	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977298	LOC107977298	uncharacterized LOC107977298
107977299	LOC107977299	uncharacterized LOC107977299
107977300	LOC107977300	endogenous retrovirus group K member 8 Pol protein-like
107977301	LOC107977301	trophoblast-specific protein alpha-like
107977302	LOC107977302	trophoblast-specific protein alpha-like
107977303	LOC107977303	calmodulin-binding transcription activator 2-like
107977304	LOC107977304	uncharacterized LOC107977304
107977305	LOC107977305	uncharacterized LOC107977305
107977306	LOC107977306	uncharacterized LOC107977306
107977307	LOC107977307	uncharacterized LOC107977307
107977308	LOC107977308	olfactory receptor 2AG2-like
107977309	LOC107977309	60S ribosomal protein L34 pseudogene
107977310	LOC107977310	uncharacterized LOC107977310
107977311	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977312	LOC107977312	uncharacterized LOC107977312
107977313	LOC107977313	uncharacterized LOC107977313
107977314	LOC107977314	Ig heavy chain V region 1B43-like
107977315	LOC107977315	Ig heavy chain V-III region 23-like
107977316	LOC107977316	Ig heavy chain V-I region V35-like
107977317	LOC107977317	Ig heavy chain V region 6.96-like
107977318	LOC107977318	uncharacterized LOC107977318
107977319	LOC107977319	40S ribosomal protein S26-like
107977320	LOC107977320	uncharacterized LOC107977320
107977321	LOC107977321	uncharacterized LOC107977321
107977322	LOC107977322	uncharacterized LOC107977322
107977323	LOC107977323	uncharacterized LOC107977323
107977324	LOC107977324	uncharacterized LOC107977324
107977325	LOC107977325	uncharacterized LOC107977325
107977326	LOC107977326	60S ribosomal protein L35a pseudogene
107977327	LOC107977327	uncharacterized LOC107977327
107977328	LOC107977328	uncharacterized LOC107977328
107977329	LOC107977329	uncharacterized LOC107977329
107977330	Trnal-uag	transfer RNA leucine (anticodon UAG)
107977331	Trnal-aag	transfer RNA leucine (anticodon AAG)
107977332	LOC107977332	endogenous retrovirus group K member 9 Pol protein-like
107977333	LOC107977333	uncharacterized LOC107977333
107977334	LOC107977334	uncharacterized LOC107977334
107977335	LOC107977335	cytochrome c pseudogene
107977336	LOC107977336	uncharacterized LOC107977336
107977337	LOC107977337	uncharacterized LOC107977337
107977338	LOC107977338	uncharacterized LOC107977338
107977339	LOC107977339	uncharacterized LOC107977339
107977340	LOC107977340	uncharacterized LOC107977340
107977341	LOC107977341	60S ribosomal protein L31-like
107977342	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977343	LOC107977343	uncharacterized LOC107977343
107977344	LOC107977344	vomeronasal type-1 receptor 4-like
107977345	LOC107977345	vomeronasal type-1 receptor 3-like
107977346	LOC107977346	uncharacterized LOC107977346
107977347	LOC107977347	low-density lipoprotein receptor-related protein 1B-like
107977348	LOC107977348	uncharacterized LOC107977348
107977349	LOC107977349	uncharacterized LOC107977349
107977350	LOC107977350	uncharacterized LOC107977350
107977351	Trnaf-gaa	transfer RNA phenylalanine (anticodon GAA)
107977352	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107977353	Trnal-uaa	transfer RNA leucine (anticodon UAA)
107977354	Trnar-ucu	transfer RNA arginine (anticodon UCU)
107977355	Trnak-uuu	transfer RNA lysine (anticodon UUU)
107977356	Trnaf-gaa	transfer RNA phenylalanine (anticodon GAA)
107977357	Trnav-uac	transfer RNA valine (anticodon UAC)
107977358	Trnav-uac	transfer RNA valine (anticodon UAC)
107977359	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977360	LOC107977360	chromosome unknown open reading frame, human C1orf162
107977361	LOC107977361	uncharacterized LOC107977361
107977362	LOC107977362	uncharacterized LOC107977362
107977363	LOC107977363	disks large homolog 2
107977364	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977365	LOC107977365	uncharacterized LOC107977365
107977366	LOC107977366	uncharacterized LOC107977366
107977367	LOC107977367	collagen alpha-1(XXIV) chain-like
107977368	LOC107977368	Ig lambda chain V-VI region SUT-like
107977369	LOC107977369	uncharacterized LOC107977369
107977370	LOC107977370	uncharacterized LOC107977370
107977371	LOC107977371	uncharacterized LOC107977371
107977372	LOC107977372	uncharacterized LOC107977372
107977373	Sprr4	small proline rich protein 4
107977374	LOC107977374	uncharacterized LOC107977374
107977375	LOC107977375	uncharacterized LOC107977375
107977376	LOC107977376	uncharacterized LOC107977376
107977377	Trnaq-cug	transfer RNA glutamine (anticodon CUG)
107977378	LOC107977378	uncharacterized LOC107977378
107977379	LOC107977379	uncharacterized LOC107977379
107977380	LOC107977380	uncharacterized LOC107977380
107977381	LOC107977381	uncharacterized LOC107977381
107977382	LOC107977382	endogenous retrovirus group K member 18 Pol protein-like
107977383	LOC107977383	uncharacterized LOC107977383
107977384	LOC107977384	uncharacterized LOC107977384
107977385	LOC107977385	MLV-related proviral Env polyprotein-like
107977386	LOC107977386	endogenous retrovirus group K member 113 Pol protein-like
107977387	LOC107977387	endogenous retrovirus group K member 9 Pol protein-like
107977388	LOC107977388	zinc finger protein 558-like
107977389	LOC107977389	putative methyl-CpG-binding domain protein 3-like 3
107977390	LOC107977390	uncharacterized LOC107977390
107977391	LOC107977391	uncharacterized LOC107977391
107977392	LOC107977392	40S ribosomal protein S26-like
107977393	LOC107977393	uncharacterized LOC107977393
107977394	LOC107977394	uncharacterized LOC107977394
107977395	LOC107977395	uncharacterized LOC107977395
107977396	LOC107977396	uncharacterized LOC107977396
107977397	LOC107977397	small nuclear ribonucleoprotein G pseudogene
107977398	LOC107977398	uncharacterized LOC107977398
107977399	LOC107977399	uncharacterized LOC107977399
107977400	LOC107977400	uncharacterized LOC107977400
107977401	LOC107977401	uncharacterized LOC107977401
107977402	LOC107977402	uncharacterized LOC107977402
107977403	LOC107977403	uncharacterized LOC107977403
107977404	LOC107977404	Ig kappa chain V-III region PC 7940-like
107977405	LOC107977405	uncharacterized LOC107977405
107977406	LOC107977406	uncharacterized LOC107977406
107977407	LOC107977407	uncharacterized LOC107977407
107977408	LOC107977408	uncharacterized LOC107977408
107977409	LOC107977409	uncharacterized LOC107977409
107977410	LOC107977410	guanine nucleotide exchange factor VAV2-like
107977411	LOC107977411	40S ribosomal protein S25 pseudogene
107977412	LOC107977412	uncharacterized LOC107977412
107977413	LOC107977413	uncharacterized LOC107977413
107977414	Trnak-cuu	transfer RNA lysine (anticodon CUU)
107977415	LOC107977415	uncharacterized LOC107977415
107977416	LOC107977416	uncharacterized LOC107977416
107977417	LOC107977417	uncharacterized LOC107977417
107977418	LOC107977418	uncharacterized LOC107977418
107977419	LOC107977419	uncharacterized LOC107977419
107977420	LOC107977420	60S ribosomal protein L5 pseudogene
107977421	LOC107977421	uncharacterized LOC107977421
